sala,inicio,fim,seg,ter,qua,qui,sex
L232,17,19,0,0,0,1,0
ARTE2,17,19,0,0,1,0,0
IMA1,17,19,0,0,0,1,0
RT01,16,19,0,0,1,0,0
RT04,10,13,0,0,0,0,1
RT04,16,19,0,0,1,0,0
RT01,13,16,0,0,0,0,1
RT01,13,16,1,0,0,0,0
RT01,16,19,0,0,0,0,1
RT01,16,19,1,0,0,0,0
RT01,7,10,0,0,0,0,1
RT01,7,10,0,1,0,0,0
RT01,10,13,0,1,0,0,0
RT01,13,16,0,1,0,0,0
RT01,11,14,0,0,1,0,0
RT01,13,16,0,0,0,1,0
RT01,10,13,0,0,0,0,1
RT04,13,16,1,0,0,0,0
RT04,16,19,1,0,0,0,0
RT04,13,16,0,1,0,0,0
RT04,13,16,0,0,0,1,0
RT04,7,10,0,0,0,0,1
RT04,16,19,0,0,0,1,0
RT04,7,10,0,1,0,0,0
RT04,7,10,1,0,0,0,0
RT04,7,10,0,0,1,0,0
ARTE3,16,19,0,0,0,1,0
ARTE4,11,14,0,0,0,1,0
ARTE4,13,16,0,1,0,0,0
ARTE3,13,16,0,1,0,0,0
ARTE4,16,19,1,0,0,0,0
LAB,13,16,0,0,0,1,0
I004,11,13,0,0,1,0,0
F201,11,13,0,0,0,0,1
ARTE3,11,13,0,1,0,0,0
L532,7,9,0,0,0,0,1
IMA1,16,19,1,0,0,0,0
L274,9,11,0,0,0,0,1
L120,11,13,0,0,0,1,0
LAB,15,18,1,0,0,0,0
LAB,15,18,0,1,0,0,0
L664,13,16,1,0,0,0,0
I004,9,11,0,0,0,0,1
ARTE1,11,13,0,0,0,1,0
L664,11,14,0,0,0,1,0
L260,8,11,0,0,0,1,0
ARTE1,11,13,0,0,1,0,0
ARTE5,11,13,0,0,0,0,1
L232,11,13,0,0,1,0,0
L532,11,13,0,0,0,0,1
LAB,8,11,0,1,0,0,0
LAB,11,14,0,1,0,0,0
ARTE2,13,16,0,1,0,0,0
ARTE3,13,16,0,0,0,1,0
ARTE2,16,19,0,0,0,1,0
IMA2,9,11,0,0,1,0,0
IMA2,11,13,0,0,1,0,0
ARTE5,11,13,0,0,1,0,0
I003,11,13,0,0,0,0,1
L460,7,9,0,1,0,0,0
L460,7,9,0,0,0,1,0
IMA2,9,11,0,0,0,1,0
IMA2,11,13,0,0,0,1,0
L664,9,11,0,0,0,0,1
ARTE4,7,9,0,0,0,1,0
IMA2,9,11,0,0,0,0,1
LAB,7,9,0,0,0,1,0
L664,11,13,1,0,0,0,0
L664,11,13,0,0,1,0,0
LAB,7,9,1,0,0,0,0
LAB,9,11,1,0,0,0,0
LAB,11,13,1,0,0,0,0
L410,7,9,1,0,0,0,0
L410,7,9,0,0,1,0,0
L328,13,16,1,0,0,0,0
I004,13,15,1,0,0,0,0
L504,7,9,0,0,0,1,0
L120,9,11,0,0,0,1,0
ARTE3,11,13,0,0,0,0,1
I003,11,13,1,0,0,0,0
IMA1,11,13,0,0,1,0,0
RT01,7,10,1,0,0,0,0
IMA1,13,16,1,0,0,0,0
IMA1,8,11,0,0,0,0,1
RT04,10,13,0,1,0,0,0
RT04,10,13,0,0,0,1,0
LAB,17,19,0,0,1,0,0
L260,16,19,1,0,0,0,0
RT04,7,10,0,0,0,1,0
RT04,11,14,0,0,1,0,0
ARTE2,11,13,0,1,0,0,0
ARTE2,11,13,0,0,0,1,0
L664,7,10,1,0,0,0,0
L232,13,16,1,0,0,0,0
L232,11,13,0,1,0,0,0
ARTE5,14,17,1,0,0,0,0
LAB,16,19,0,0,0,1,0
ARTE4,7,9,0,1,0,0,0
LAB,12,15,1,0,0,0,0
LAB,16,19,1,0,0,0,0
LAB,15,18,0,0,0,1,0
LAB,16,19,0,1,0,0,0
ARTE4,11,13,0,0,1,0,0
LAB,9,11,0,0,0,0,1
RT01,10,13,0,0,0,1,0
LAB,11,14,0,0,1,0,0
ARTE3,7,11,0,0,0,0,1
L532,9,11,0,0,0,0,1
L542,9,11,0,0,0,1,0
ARTE4,7,9,0,0,0,0,1
ARTE5,7,9,0,0,0,1,0
I004,11,13,0,0,0,0,1
ARTE1,9,11,0,1,0,0,0
ARTE1,11,13,0,1,0,0,0
L260,11,13,0,0,1,0,0
I003,7,9,0,0,0,0,1
I004,11,13,0,1,0,0,0
L232,11,13,0,0,0,1,0
IMA2,7,9,0,0,0,1,0
L532,11,13,0,0,1,0,0
L328,16,19,1,0,0,0,0
L224,7,9,0,0,0,1,0
ARTE2,13,16,0,0,0,1,0
ARTE3,16,19,0,1,0,0,0
ARTE1,7,9,0,0,0,1,0
L450,9,12,0,0,0,0,1
LAB,13,16,0,0,0,0,1
LAB,9,12,0,0,1,0,0
LAB,13,16,0,1,0,0,0
LAB,7,9,0,0,1,0,0
ARTE2,9,11,0,0,0,1,0
ARTE2,11,13,0,0,1,0,0
I004,9,13,0,0,0,1,0
IMA1,11,13,0,0,0,0,1
I003,9,11,1,0,0,0,0
L452,7,9,0,0,0,1,0
I003,7,9,0,0,1,0,0
ARTE4,17,19,0,1,0,0,0
L260,17,19,0,0,0,1,0
L518,11,13,1,0,0,0,0
LAB,13,16,1,0,0,0,0
L664,9,11,0,0,0,1,0
RT01,10,13,1,0,0,0,0
RT01,7,10,0,0,0,1,0
LAB,9,12,0,0,0,1,0
ARTE2,13,17,0,0,0,0,1
LAB,13,17,0,0,0,0,1
RT04,13,17,0,0,0,0,1
L664,11,13,0,1,0,0,0
L664,11,13,0,0,0,0,1
F206,15,17,0,1,0,0,0
F206,15,17,0,0,0,1,0
F206,13,15,0,1,0,0,0
F206,13,15,0,0,0,1,0
I013,7,9,0,1,0,0,0
I013,7,9,0,0,0,1,0
I009,13,15,1,0,0,0,0
I009,13,15,0,0,1,0,0
I009,15,17,1,0,0,0,0
I009,15,17,0,0,1,0,0
L310,19,21,1,0,0,0,0
L310,21,23,0,0,0,0,1
L242,21,23,1,0,0,0,0
L242,19,21,0,0,0,0,1
F206,11,13,0,1,0,0,0
F206,11,13,0,0,0,1,0
F206,11,13,1,0,0,0,0
F206,11,13,0,0,1,0,0
IMA2,7,10,1,0,0,0,0
L530,7,10,0,0,1,0,0
F302,11,13,0,0,1,0,0
F302,11,13,0,0,0,0,1
F200,11,13,0,1,0,0,0
F200,11,13,0,0,0,1,0
F200,11,13,1,0,0,0,0
F200,11,13,0,0,1,0,0
F200,7,9,0,1,0,0,0
F200,7,9,0,0,0,1,0
F402,15,17,1,0,0,0,0
F402,15,17,0,0,1,0,0
F410,13,15,0,1,0,0,0
F410,13,15,0,0,0,1,0
F301A,21,23,0,0,1,0,0
F201,21,23,0,0,0,0,1
F200A,11,13,1,0,0,0,0
F200A,11,13,0,0,1,0,0
L530,7,9,0,1,0,0,0
L530,7,9,0,0,0,1,0
F408,11,13,0,1,0,0,0
F408,11,13,0,0,0,1,0
F302,7,9,0,0,1,0,0
F302,7,9,0,0,0,0,1
F301,9,11,0,1,0,0,0
F301,9,11,0,0,0,0,1
F301,7,9,0,0,1,0,0
F301,7,9,0,0,0,0,1
I008,9,11,1,0,0,0,0
I008,9,11,0,0,1,0,0
L504,7,9,0,1,0,0,0
F201,7,9,0,0,0,1,0
F200A,7,9,0,1,0,0,0
F200A,7,9,0,0,0,1,0
PIUES,9,11,1,0,0,0,0
PIUES,9,11,0,0,1,0,0
F300,9,11,0,1,0,0,0
F200,9,11,0,0,0,1,0
F302,9,11,0,1,0,0,0
F302,9,11,0,0,0,1,0
F301,7,9,1,0,0,0,0
I008,7,9,0,0,1,0,0
F200,7,9,1,0,0,0,0
F200,7,9,0,0,1,0,0
F302,11,13,0,1,0,0,0
F302,11,13,0,0,0,1,0
I008,7,9,0,1,0,0,0
I008,7,9,0,0,0,1,0
F200A,7,9,1,0,0,0,0
F200A,9,11,0,0,0,0,1
F310,11,13,0,1,0,0,0
F310,11,13,0,0,0,1,0
L506,11,13,0,0,1,0,0
L506,11,13,0,0,0,0,1
I008,9,11,0,1,0,0,0
I008,9,11,0,0,0,0,1
F300,9,11,0,1,0,0,0
F300,9,11,0,0,0,1,0
F200,13,15,0,1,0,0,0
F200,13,15,0,0,0,1,0
F201A,13,15,0,1,0,0,0
F201A,13,15,0,0,0,1,0
F310,7,9,0,0,1,0,0
F310,7,9,0,0,0,0,1
F200A,9,11,0,1,0,0,0
F200A,9,11,0,0,0,1,0
F200,9,11,0,1,0,0,0
F201A,9,11,0,0,0,0,1
F310,7,9,1,0,0,0,0
F200A,7,9,0,0,1,0,0
I012,9,11,0,0,0,0,1
I009,17,19,0,0,0,0,1
F302,19,21,0,1,0,0,0
F302,21,23,0,1,0,0,0
I008,11,13,0,1,0,0,0
L414,11,13,0,0,0,1,0
F310,10,13,1,0,0,0,0
F200,9,12,0,0,0,0,1
F406,7,11,0,0,0,0,1
L582,9,12,1,0,0,0,0
F200A,9,11,1,0,0,0,0
F200A,9,11,0,0,1,0,0
F401,9,11,0,0,0,1,0
F200A,7,9,0,0,0,0,1
F301,9,11,1,0,0,0,0
F301,9,11,0,0,1,0,0
F302,9,11,1,0,0,0,0
F302,9,11,0,0,1,0,0
F310,7,9,0,1,0,0,0
F310,7,9,0,0,0,1,0
F602,9,11,1,0,0,0,0
F606,9,11,0,0,1,0,0
F200,13,16,1,0,0,0,0
F306,9,12,0,0,0,1,0
F200,16,19,1,0,0,0,0
F200,15,18,0,0,1,0,0
F306,13,16,0,0,0,1,0
F306,8,11,1,0,0,0,0
F200,15,18,0,0,0,0,1
F306,9,13,0,1,0,0,0
L528,9,11,0,1,0,0,0
L528,9,11,0,0,0,1,0
L520,11,13,0,1,0,0,0
L520,11,13,0,0,0,1,0
L528,9,11,1,0,0,0,0
L508,9,11,0,0,1,0,0
L508,11,13,1,0,0,0,0
L508,11,13,0,0,1,0,0
L508,11,13,0,1,0,0,0
L508,11,13,0,0,0,1,0
L462,7,9,0,1,0,0,0
L462,7,9,0,0,0,1,0
L462,11,13,0,1,0,0,0
L462,11,13,0,0,0,1,0
L462,13,15,1,0,0,0,0
L462,13,15,0,0,1,0,0
L462,9,11,0,1,0,0,0
L462,9,11,0,0,0,1,0
L462,17,19,1,0,0,0,0
L462,17,19,0,0,1,0,0
L520,11,13,1,0,0,0,0
L520,11,13,0,0,1,0,0
L528,7,9,0,0,1,0,0
L528,7,9,0,0,0,0,1
L522,7,9,0,1,0,0,0
L522,7,9,0,0,0,1,0
L452,9,11,1,0,0,0,0
L526,9,11,0,0,1,0,0
L462,9,11,1,0,0,0,0
L462,9,11,0,0,1,0,0
L462,7,9,1,0,0,0,0
L462,7,9,0,0,1,0,0
L526,11,13,0,1,0,0,0
L526,11,13,0,0,0,1,0
L528,9,11,0,0,1,0,0
L528,9,11,0,0,0,0,1
L462,11,13,1,0,0,0,0
L526,11,13,0,0,0,0,1
L462,11,13,0,0,1,0,0
DPTO,11,13,0,1,0,0,0
L526,11,13,1,0,0,0,0
L526,11,13,0,0,1,0,0
L526,9,11,0,1,0,0,0
L526,9,11,0,0,0,1,0
L526,7,9,0,1,0,0,0
L526,7,9,0,0,0,1,0
L528,13,16,0,0,1,0,0
K617,13,16,0,0,1,0,0
L526,13,16,0,0,1,0,0
L528,16,19,0,0,0,1,0
L528,13,16,0,1,0,0,0
L408,16,19,0,0,1,0,0
L528,13,16,0,0,0,1,0
L528,16,19,0,1,0,0,0
L530,13,16,0,1,0,0,0
L118,16,19,0,0,1,0,0
L336,13,16,0,0,1,0,0
L664,16,19,0,1,0,0,0
L966,19,22,0,1,0,0,0
CET01,13,16,0,0,0,0,1
CET01,16,19,1,0,0,0,0
CET02,9,12,0,0,0,0,1
CET01,13,16,1,0,0,0,0
L434,9,12,0,0,1,0,0
L434,14,17,0,0,0,1,0
L430,16,19,0,0,0,1,0
L430,16,19,0,0,1,0,0
L430,13,16,0,0,0,0,1
L406,13,16,1,0,0,0,0
L434,8,11,0,1,0,0,0
L406,15,18,0,1,0,0,0
CET03,9,12,0,0,1,0,0
CET03,9,12,1,0,0,0,0
CET01,13,16,0,0,1,0,0
CET01,17,20,0,0,1,0,0
CET01,12,15,0,0,0,1,0
CET03,17,20,0,1,0,0,0
L406,12,15,0,0,1,0,0
L430,16,19,0,1,0,0,0
L528,16,19,1,0,0,0,0
L214,16,19,0,1,0,0,0
L406,13,16,0,0,0,0,1
L406,15,18,0,0,1,0,0
,13,16,0,0,0,1,0
CET01,9,12,0,0,0,0,1
L418,19,23,0,0,1,0,0
L446,13,15,0,1,0,0,0
L446,13,15,0,0,0,1,0
L446,19,23,0,0,1,0,0
L446,15,19,0,0,1,0,0
I007,9,13,0,0,0,0,1
L428,11,13,0,0,0,0,1
L446,19,21,1,0,0,0,0
L110,15,19,1,0,0,0,0
L446,17,19,0,1,0,0,0
L410,17,19,1,0,0,0,0
L428,11,13,1,0,0,0,0
L446,11,13,0,0,0,0,1
L446,13,15,0,0,0,0,1
L532,11,13,0,1,0,0,0
L446,7,9,0,0,1,0,0
I003,9,11,0,0,1,0,0
L428,7,9,0,0,0,1,0
L446,15,19,1,0,0,0,0
L446,17,19,0,0,0,1,0
I007,11,13,1,0,0,0,0
I007,11,13,0,0,1,0,0
L524,19,23,1,0,0,0,0
L446,7,11,0,0,0,0,1
DCMM1,11,13,0,0,1,0,0
LIENG,11,13,0,0,0,0,1
DCMM3,11,13,0,0,1,0,0
L144,11,13,0,0,0,0,1
L456,11,13,1,0,0,0,0
LAB,11,13,0,0,1,0,0
L542,11,13,0,1,0,0,0
L106,11,13,0,0,0,1,0
LIENG,11,13,1,0,0,0,0
LIENG,11,13,0,0,1,0,0
L278,11,13,1,0,0,0,0
L570,11,13,0,0,1,0,0
L776,11,13,1,0,0,0,0
L776,11,13,0,0,0,0,1
L512,11,13,1,0,0,0,0
L274,11,13,0,0,0,0,1
L522,11,13,1,0,0,0,0
L522,11,13,0,0,1,0,0
L252,11,13,0,1,0,0,0
LIENG,11,13,0,0,0,1,0
DCMM1,11,13,0,1,0,0,0
DCMM1,11,13,0,0,0,1,0
DCMM1,11,13,1,0,0,0,0
L160,11,13,0,0,1,0,0
L776,11,13,0,1,0,0,0
L776,11,13,0,0,0,1,0
L318,11,13,0,1,0,0,0
L318,13,15,0,1,0,0,0
L318,9,11,0,0,0,1,0
L318,11,13,0,0,0,1,0
L318,13,15,0,0,0,1,0
L318,7,9,0,1,0,0,0
L314,7,9,0,1,0,0,0
L318,9,11,0,1,0,0,0
L314,13,15,0,1,0,0,0
L314,13,15,0,0,0,1,0
L314,15,17,0,0,0,1,0
L314,15,17,0,1,0,0,0
L314,7,9,0,0,0,0,1
L160,7,9,0,1,0,0,0
L310,7,9,0,0,0,1,0
L150,15,17,0,1,0,0,0
L110,15,17,0,0,0,1,0
L160,15,17,0,1,0,0,0
L774,11,13,0,1,0,0,0
L410,13,15,0,0,0,1,0
L456,17,19,0,0,0,1,0
L480,11,13,0,0,0,0,1
DCMM1,9,11,0,1,0,0,0
DCMM1,9,11,0,0,0,1,0
DCMM1,15,17,0,1,0,0,0
DCMM1,15,17,0,0,0,1,0
DCMM1,13,15,0,0,0,1,0
DCMM1,7,9,0,1,0,0,0
DCMM1,13,15,0,1,0,0,0
L110,13,15,0,0,1,0,0
DCMM1,9,11,0,0,1,0,0
DCMM1,15,17,1,0,0,0,0
DCMM1,15,17,0,0,1,0,0
L481,17,19,0,1,0,0,0
L774,17,19,0,0,0,1,0
L456,17,19,0,0,0,0,1
LAMAQ,15,16,1,0,0,0,0
LAMAQ,16,17,1,0,0,0,0
LAMAQ,17,18,1,0,0,0,0
LAMAQ,18,19,1,0,0,0,0
LAMAQ,15,16,0,0,1,0,0
LAMAQ,16,17,0,0,1,0,0
LAMAQ,17,18,0,0,1,0,0
LAMAQ,18,19,0,0,1,0,0
LAB,15,16,0,0,0,1,0
L438,11,13,0,0,1,0,0
L481,7,9,0,0,0,1,0
L310,13,15,0,0,0,0,1
L438,15,17,0,0,0,0,1
L234,17,19,1,0,0,0,0
L338,17,19,0,0,0,1,0
L438,13,15,0,0,1,0,0
L438,13,15,0,0,0,0,1
L310,7,9,0,1,0,0,0
L310,7,9,0,0,0,0,1
L310,9,11,0,0,0,0,1
DCMM1,17,19,0,0,1,0,0
L206,15,17,0,0,0,0,1
L428,13,15,1,0,0,0,0
L428,13,15,0,0,0,0,1
DCMM1,7,9,1,0,0,0,0
DCMM1,7,9,0,0,1,0,0
L422,13,15,0,1,0,0,0
L422,13,15,0,0,0,1,0
L410,13,15,0,1,0,0,0
L310,13,15,0,0,0,1,0
L456,9,11,0,1,0,0,0
L456,9,11,0,0,0,1,0
LAB,9,10,1,0,0,0,0
L110,13,15,0,1,0,0,0
L110,13,15,0,0,0,1,0
LAB,13,14,1,0,0,0,0
L110,13,15,0,1,0,0,0
L110,13,15,0,0,0,1,0
LAB,11,12,0,1,0,0,0
L110,13,15,0,1,0,0,0
L110,13,15,0,0,0,1,0
L110,13,15,0,1,0,0,0
LAB,11,12,0,0,1,0,0
L110,13,15,0,0,0,1,0
L110,13,15,0,1,0,0,0
LAB,11,12,0,0,0,1,0
L110,13,15,0,0,0,1,0
L110,13,15,0,1,0,0,0
L110,13,15,0,0,0,1,0
LAB,11,12,0,0,0,0,1
L110,7,9,0,1,0,0,0
L110,7,9,0,0,0,1,0
L106,7,9,0,1,0,0,0
L106,7,9,0,0,0,1,0
L304,11,13,0,0,1,0,0
L304,11,13,0,0,0,0,1
L422,13,15,1,0,0,0,0
L422,13,16,0,0,1,0,0
L118,13,15,1,0,0,0,0
L428,13,16,0,0,1,0,0
L310,13,15,0,1,0,0,0
L310,15,17,0,1,0,0,0
LAB,7,9,0,0,0,0,1
LAB,13,15,0,0,0,0,1
LAB,15,17,0,0,0,0,1
LAB,17,19,0,0,0,0,1
L422,9,11,1,0,0,0,0
L422,9,11,0,0,1,0,0
L310,9,11,1,0,0,0,0
L310,9,11,0,0,1,0,0
L422,11,13,1,0,0,0,0
L422,11,13,0,0,1,0,0
L328,9,11,1,0,0,0,0
L328,9,11,0,0,1,0,0
L338,9,11,0,1,0,0,0
L338,9,11,0,0,0,1,0
LABHD,11,12,0,0,0,1,0
L338,9,11,0,1,0,0,0
L338,9,11,0,0,0,1,0
LABHD,15,16,0,0,0,1,0
L338,9,11,0,1,0,0,0
L338,9,11,0,0,0,1,0
LABHD,16,17,0,0,0,1,0
L304,7,9,0,1,0,0,0
L318,15,17,0,1,0,0,0
CAMPO,9,11,0,0,0,1,0
L304,7,9,0,1,0,0,0
L318,15,17,0,1,0,0,0
CAMPO,11,13,0,0,0,1,0
CAMPO,9,11,0,1,0,0,0
L304,7,9,0,0,0,1,0
L318,15,17,0,0,0,1,0
CAMPO,11,13,0,1,0,0,0
L304,7,9,0,0,0,1,0
L318,15,17,0,0,0,1,0
L310,11,13,1,0,0,0,0
L310,11,13,0,0,1,0,0
L336,13,14,0,0,0,0,1
L336,14,15,0,0,0,0,1
L336,15,16,0,0,0,0,1
L336,16,17,0,0,0,0,1
L774,11,13,1,0,0,0,0
L774,11,13,0,0,1,0,0
L336,9,10,1,0,0,0,0
L336,10,11,1,0,0,0,0
L336,13,14,1,0,0,0,0
L336,14,15,1,0,0,0,0
LAB,13,15,1,0,0,0,0
L310,11,13,0,1,0,0,0
L310,11,13,0,0,0,1,0
L310,11,13,0,1,0,0,0
LAB,13,15,0,1,0,0,0
L310,11,13,0,0,0,1,0
L310,11,13,0,1,0,0,0
LAB,13,15,0,0,1,0,0
L310,11,13,0,0,0,1,0
L310,11,13,0,1,0,0,0
L310,11,13,0,0,0,1,0
LAB,13,15,0,0,0,1,0
L422,8,11,0,0,0,0,1
L278,7,9,0,1,0,0,0
L480,7,9,0,0,0,1,0
L310,9,11,0,1,0,0,0
L310,9,11,0,0,0,1,0
L150,9,11,0,1,0,0,0
L144,9,11,0,0,0,1,0
L150,11,13,0,1,0,0,0
L774,11,13,0,0,0,1,0
L480,19,21,1,0,0,0,0
L422,19,21,0,0,1,0,0
L481,7,9,0,1,0,0,0
DCMM1,7,9,0,0,0,1,0
L224,17,19,0,1,0,0,0
DCMM1,17,19,0,0,0,1,0
L338,13,16,0,0,1,0,0
L222,15,18,0,0,0,0,1
L480,17,19,1,0,0,0,0
L338,17,19,0,0,1,0,0
L304,11,13,1,0,0,0,0
L328,11,13,0,0,1,0,0
L310,13,15,1,0,0,0,0
L310,13,15,0,0,1,0,0
L110,7,11,0,0,0,0,1
F301A,13,17,0,0,0,1,0
L304,7,9,1,0,0,0,0
L304,7,9,0,0,1,0,0
L308,7,9,0,1,0,0,0
L308,7,9,0,0,0,1,0
DCMM1,13,16,0,0,0,0,1
DCMM1,7,10,0,0,0,0,1
DCMM1,10,13,0,0,0,0,1
L144,11,13,0,1,0,0,0
L520,11,13,0,0,0,0,1
L438,7,9,0,0,0,0,1
L328,9,11,0,0,0,0,1
DCMM3,8,11,0,0,0,0,1
L216,13,15,0,1,0,0,0
L216,13,15,0,0,0,1,0
DCMM3,8,11,0,0,1,0,0
L408,9,11,0,0,0,0,1
L422,7,9,0,1,0,0,0
L401,7,9,0,0,0,1,0
CET01,11,13,0,1,0,0,0
L480,7,9,1,0,0,0,0
L480,7,9,0,0,1,0,0
L524,9,11,0,0,0,0,1
L401,11,13,1,0,0,0,0
L401,11,13,0,0,1,0,0
CET03,9,11,0,1,0,0,0
CET03,9,11,0,0,0,1,0
CET02,9,11,0,1,0,0,0
CET02,9,11,0,0,0,1,0
L406,11,13,0,0,0,1,0
CET03,13,15,0,1,0,0,0
CET03,13,15,0,0,0,1,0
CET02,13,15,0,1,0,0,0
CET02,13,15,0,0,0,1,0
L456,9,11,0,0,1,0,0
L776,9,11,0,0,0,0,1
DPTO,16,19,1,0,0,0,0
L401,7,9,0,1,0,0,0
L406,9,11,1,0,0,0,0
L406,9,11,0,0,1,0,0
L430,9,11,0,0,0,0,1
CET02,11,13,0,1,0,0,0
CET02,11,13,0,0,0,1,0
CET02,11,13,0,0,1,0,0
DPTO,11,13,0,0,0,0,1
L401,9,11,0,0,1,0,0
L401,9,11,0,0,0,0,1
L401,11,13,0,1,0,0,0
L401,11,13,0,0,0,1,0
CET02,7,9,0,1,0,0,0
CET02,7,9,0,0,0,1,0
DPTO,11,13,0,0,1,0,0
L406,11,13,0,0,0,0,1
DPTO,15,18,0,0,0,0,1
LAB,10,13,1,0,0,0,0
L452,9,11,0,0,1,0,0
L530,7,10,1,0,0,0,0
L308,7,9,0,0,1,0,0
L308,7,9,0,0,0,0,1
L336,7,9,0,0,1,0,0
L324,7,9,0,0,0,0,1
DPTO,7,9,0,1,0,0,0
DPTO,7,9,0,0,0,1,0
DPTO,17,19,0,0,1,0,0
DPTO,15,17,1,0,0,0,0
DPTO,15,17,0,0,1,0,0
L418,9,11,0,1,0,0,0
L418,9,11,0,0,0,1,0
L418,11,13,0,1,0,0,0
L418,11,13,0,0,0,1,0
L438,9,11,0,0,1,0,0
L506,9,11,0,0,0,0,1
L438,11,13,0,1,0,0,0
L438,11,13,0,0,0,1,0
L438,19,21,1,0,0,0,0
L438,19,21,0,0,1,0,0
L304,11,13,0,1,0,0,0
L304,11,13,0,0,0,1,0
L418,10,13,1,0,0,0,0
L418,10,13,0,0,0,0,1
L418,13,16,0,0,0,1,0
L418,16,19,1,0,0,0,0
L418,7,10,1,0,0,0,0
F200A,16,19,1,0,0,0,0
L418,10,13,0,0,1,0,0
L570,19,22,1,0,0,0,0
L418,16,19,0,1,0,0,0
L530,16,19,0,0,0,0,1
L418,7,9,0,1,0,0,0
L418,7,9,0,0,0,1,0
L418,19,21,1,0,0,0,0
L418,19,21,0,0,0,1,0
L438,13,16,0,1,0,0,0
L438,19,22,0,0,0,1,0
L428,19,22,0,0,1,0,0
L418,16,19,0,0,0,1,0
L542,15,17,1,0,0,0,0
L460,17,19,1,0,0,0,0
DCMM1,17,19,0,1,0,0,0
L438,7,10,1,0,0,0,0
L418,13,16,1,0,0,0,0
L530,7,10,0,0,0,0,1
L530,10,13,0,0,0,0,1
L418,16,19,0,0,1,0,0
L570,13,16,0,0,1,0,0
L418,13,16,0,0,1,0,0
L418,13,16,0,1,0,0,0
L438,13,16,0,0,0,1,0
L418,7,10,0,0,0,0,1
L438,19,22,0,1,0,0,0
L438,17,19,1,0,0,0,0
L530,9,11,0,1,0,0,0
L408,7,9,0,0,1,0,0
L481,15,17,0,1,0,0,0
L481,15,17,0,0,0,1,0
L438,9,11,0,1,0,0,0
L438,9,11,0,0,0,1,0
L438,10,13,1,0,0,0,0
L438,10,13,0,0,0,0,1
L438,16,19,0,0,0,1,0
L418,16,19,0,0,0,0,1
L530,9,11,0,0,0,1,0
L530,11,13,0,1,0,0,0
L530,11,13,0,0,1,0,0
L530,13,15,0,0,1,0,0
L438,15,17,0,0,1,0,0
L506,16,19,0,0,0,1,0
L418,19,22,0,1,0,0,0
L438,13,16,1,0,0,0,0
L542,10,13,1,0,0,0,0
L422,19,22,0,0,0,1,0
L308,10,13,0,0,0,0,1
L530,17,19,0,1,0,0,0
L530,17,19,0,0,0,1,0
L570,17,19,1,0,0,0,0
L234,17,19,0,0,1,0,0
L438,17,19,0,0,1,0,0
L438,17,19,0,0,0,0,1
L438,7,9,0,1,0,0,0
L438,7,9,0,0,0,1,0
L438,7,9,0,0,1,0,0
L456,7,9,0,0,0,0,1
L524,15,17,1,0,0,0,0
L524,15,17,0,0,1,0,0
L338,20,23,0,1,0,0,0
DCMM3,19,22,0,1,0,0,0
L150,7,9,0,1,0,0,0
L278,7,9,0,0,0,1,0
L106,13,15,0,1,0,0,0
L106,13,15,0,0,0,1,0
L110,15,17,0,0,1,0,0
LAB,15,17,0,0,0,0,1
L110,7,9,1,0,0,0,0
L410,7,9,0,0,0,0,1
L210,7,9,1,0,0,0,0
L210,7,9,0,0,0,0,1
L238,9,11,1,0,0,0,0
L338,11,13,0,0,1,0,0
DCMM3,7,9,1,0,0,0,0
L428,7,8,0,0,1,0,0
LAB,9,11,1,0,0,0,0
L110,9,11,0,0,1,0,0
LAB,7,9,0,0,1,0,0
L110,9,11,0,0,1,0,0
L110,9,11,0,0,1,0,0
LAB,11,13,0,0,1,0,0
LAB,7,9,1,0,0,0,0
L110,9,11,0,0,1,0,0
LAB,11,13,1,0,0,0,0
L110,9,11,0,0,1,0,0
L110,11,13,0,0,1,0,0
L110,11,13,0,0,0,0,1
L428,9,11,0,1,0,0,0
L428,9,11,0,0,0,1,0
L480,9,11,1,0,0,0,0
LAB,11,13,1,0,0,0,0
L480,9,11,0,0,0,0,1
L480,9,11,1,0,0,0,0
L480,9,11,0,0,0,0,1
LAB,11,13,0,0,0,0,1
L480,9,11,1,0,0,0,0
LAB,9,11,0,1,0,0,0
L480,9,11,0,0,0,0,1
L480,9,11,1,0,0,0,0
LAB,11,13,0,1,0,0,0
L480,9,11,0,0,0,0,1
L480,9,11,1,0,0,0,0
LAB,9,11,0,0,0,1,0
L480,9,11,0,0,0,0,1
L328,11,13,1,0,0,0,0
LAB,13,15,1,0,0,0,0
L414,11,13,0,0,0,0,1
L328,11,13,1,0,0,0,0
LAB,11,13,0,0,0,1,0
L414,11,13,0,0,0,0,1
L328,11,13,1,0,0,0,0
L414,11,13,0,0,0,0,1
LAB,13,15,0,0,0,0,1
L328,11,13,1,0,0,0,0
LAB,15,17,1,0,0,0,0
L414,11,13,0,0,0,0,1
L328,11,13,1,0,0,0,0
LAB,15,17,0,0,0,1,0
L414,11,13,0,0,0,0,1
L530,15,17,1,0,0,0,0
L464,15,17,0,0,1,0,0
L258,15,17,0,1,0,0,0
L258,15,17,0,0,0,1,0
L304,9,11,1,0,0,0,0
L304,9,11,0,0,0,0,1
L110,9,11,0,1,0,0,0
L110,9,11,0,0,0,1,0
L570,7,9,1,0,0,0,0
L570,7,9,0,0,0,0,1
L110,11,13,0,1,0,0,0
